m/z,intensity
1297.77734375,2664
1298.70922851562,79760
1299.21087646484,87596
1299.7109375,46858
1300.21270751953,11498
1304.57977294922,5742
1304.77954101562,33708
1304.98046875,60404
1305.18145751953,61388
1305.38018798828,44438
1305.58135986328,29606
1305.78100585938,12898
1305.98132324219,2878
1321.2412109375,51952
1322.24450683594,23304
1327.73156738281,5218
1328.23638916016,5910
1345.57678222656,2686
1348.37329101562,2572
1348.57537841797,14338
1348.77526855469,24032
1348.97546386719,29894
1349.17639160156,21280
1349.37707519531,8788
1349.57836914062,2918
1353.37817382812,7236
1353.57995605469,10986
1353.78076171875,6198
1353.97985839844,6154
1367.78210449219,24538
1367.98211669922,96466
1368.1826171875,164872
1368.38372802734,188132
1368.58459472656,171440
1368.78521728516,156296
1368.98706054688,132340
1369.18664550781,102080
1369.38842773438,66802
1369.58831787109,40076
1369.78881835938,14012
1369.986328125,2630
1371.38372802734,60174
1371.58410644531,152312
1371.78454589844,1581226
1371.88354492188,9698
1371.98474121094,3973604
1372.08563232422,35934
1372.18542480469,5830760
1372.28552246094,63772
1372.38580322266,6208724
1372.48559570312,74838
1372.58618164062,5402756
1372.6845703125,61946
1372.78625488281,3919434
1372.88842773438,45938
1372.98645019531,2505056
1373.09252929688,18378
1373.18640136719,1445648
1373.28857421875,28532
1373.38671875,733836
1373.49731445312,15228
1373.58642578125,352880
1373.70532226562,22744
1373.78704833984,163116
1373.89306640625,24734
1373.98608398438,82016
1374.07958984375,21014
1374.10717773438,4676
1374.19116210938,42922
1374.2939453125,11324
1374.38500976562,26898
1374.50134277344,11352
1374.52172851562,2830
1374.58813476562,20846
1374.67529296875,13442
1374.73413085938,9274
1374.78271484375,15106
1374.86987304688,3220
1374.98736572266,13146
1375.18450927734,33726
1375.38500976562,44772
1375.58654785156,56098
1375.78540039062,65288
1375.98645019531,57024
1376.18481445312,55714
1376.38427734375,46376
1376.58355712891,43836
1376.78259277344,34122
1376.98114013672,18626
1377.18225097656,8424
1377.98950195312,2792
1378.0908203125,8556
1378.18780517578,12080
1378.28918457031,11894
1378.38842773438,12782
1378.58856201172,5488
1379.29431152344,2814
1379.79278564453,7002
1379.99279785156,16088
1380.18872070312,14512
1380.39294433594,16234
1380.59381103516,5350
1382.98883056641,5302
1383.193359375,24338
1383.39331054688,230000
1383.59411621094,570396
1383.79553222656,840502
1383.99560546875,921390
1384.19604492188,796934
1384.39569091797,568704
1384.595703125,357010
1384.79553222656,193028
1384.99462890625,96060
1385.19494628906,45460
1385.39501953125,9172
1387.98333740234,10466
1388.18518066406,2526
1392.00408935547,50532
1392.20574951172,114854
1392.40686035156,170030
1392.60778808594,185216
1392.80822753906,159100
1393.00842285156,119038
1393.20812988281,72262
1393.40911865234,35108
1393.60803222656,8382
1395.2041015625,29470
1395.40466308594,55528
1395.60443115234,64644
1395.80474853516,56580
1396.00512695312,35622
1396.20629882812,19878
1396.40270996094,2536
1402.40747070312,22398
1402.60906982422,64776
1402.80981445312,70424
1403.009765625,65564
1403.20928955078,43168
1403.41027832031,20092
1404.21484375,3094
1412.83239746094,2562
1458.23706054688,23514
1458.73876953125,27118
1459.23968505859,13018
1524.53820800781,12522
1524.65106201172,35858
1524.76116943359,55126
1524.87231445312,71226
1524.98388671875,84258
1525.09545898438,83282
1525.20642089844,67210
1525.31774902344,52572
1525.42926025391,39976
1525.54040527344,28142
1525.65063476562,16038
1525.76324462891,5906
1531.09814453125,2698
1531.21124267578,12276
1531.3212890625,17016
1531.43383789062,21610
1531.54443359375,19650
1531.65661621094,15990
1531.76721191406,10908
1531.87701416016,5282
1535.88519287109,11806
1535.99664306641,24058
1536.10675048828,31712
1536.21875,32176
1536.33032226562,32868
1536.44201660156,29858
1536.55297851562,20570
1536.66564941406,16304
1536.77465820312,8790
1536.88598632812,2786
1547.34228515625,2532
1547.45654296875,9534
1547.56701660156,8868
1547.6767578125,8886
1547.79022216797,5072
1621.47119140625,6730
1621.71911621094,11866
1621.97143554688,12810
1622.22119140625,11684
1622.470703125,2994
1630.97448730469,10358
1631.22552490234,41170
1631.47637939453,73846
1631.72705078125,85362
1631.97619628906,66386
1632.22814941406,35614
1632.47869873047,17940
1632.72808837891,6596
1632.97521972656,2598
1645.73773193359,5136
1645.99151611328,6290
1646.240234375,6882
1646.49139404297,6434
1646.74353027344,2888
1656.50732421875,2580
1656.75701904297,5890
1657.00897216797,6126
1657.25994873047,5892
1682.22485351562,2828
1682.47021484375,3192
1685.71960449219,2690
1685.97058105469,19662
1686.22338867188,33642
1686.47082519531,48856
1686.7216796875,35546
1686.97216796875,14324
1687.22192382812,3610
1687.47424316406,2504
1691.72302246094,10250
1691.97680664062,13958
1692.22607421875,15834
1692.47607421875,11910
1692.72760009766,7692
1692.97888183594,2954
1700.98901367188,2504
1702.2353515625,5260
1702.48425292969,6746
1702.73413085938,8970
1702.98754882812,2688
1709.98046875,34786
1710.22918701172,114054
1710.48132324219,186398
1710.73101806641,210394
1710.98260498047,208578
1711.23425292969,195050
1711.48498535156,170604
1711.73822021484,140818
1711.98864746094,98744
1712.23858642578,66650
1712.48980712891,28744
1712.74163818359,5942
1714.4814453125,67940
1714.73156738281,179520
1714.98229980469,1843646
1715.23309326172,4555572
1715.35986328125,4196
1715.48364257812,6727506
1715.61529541016,24008
1715.73413085938,7276444
1715.86999511719,24308
1715.984375,6228010
1716.11791992188,5510
1716.23498535156,4577524
1716.37036132812,20346
1716.48547363281,2929522
1716.62365722656,14950
1716.73571777344,1697600
1716.87390136719,41662
1716.98638916016,896982
1717.130859375,32558
1717.23571777344,435420
1717.38079833984,34382
1717.48608398438,225788
1717.60815429688,23266
1717.65979003906,20334
1717.7373046875,115200
1717.87109375,27978
1717.91418457031,12212
1717.98706054688,59728
1718.12719726562,18730
1718.17602539062,3382
1718.23669433594,43162
1718.36437988281,10550
1718.40258789062,5748
1718.42846679688,2788
1718.48498535156,32502
1718.572265625,8870
1718.63427734375,5832
1718.69689941406,5866
1718.7392578125,20756
1718.98693847656,32742
1719.23022460938,39514
1719.48181152344,57112
1719.734375,68236
1719.98400878906,79878
1720.23345947266,72770
1720.48291015625,72512
1720.72979736328,73098
1720.97955322266,74056
1721.22839355469,64590
1721.47875976562,56708
1721.72790527344,36222
1721.97973632812,13478
1722.73773193359,5166
1722.98986816406,8204
1723.24096679688,2730
1724.744140625,18442
1724.990234375,50382
1725.24084472656,66626
1725.49005126953,67498
1725.74224853516,64424
1725.99395751953,54564
1726.24487304688,43882
1726.49584960938,38652
1726.7451171875,30144
1726.99841308594,13152
1727.99877929688,17190
1728.12243652344,19428
1728.24798583984,31302
1728.37176513672,31760
1728.49780273438,41476
1728.62219238281,28832
1728.74481201172,41600
1728.87365722656,16232
1728.99340820312,51022
1729.24401855469,72542
1729.49481201172,496394
1729.74639892578,1254058
1729.99682617188,1873848
1730.24719238281,2029982
1730.49786376953,1740380
1730.74792480469,1267130
1730.998046875,813040
1731.24829101562,460922
1731.49694824219,247750
1731.74737548828,115300
1731.99694824219,54462
1732.24621582031,26578
1732.50122070312,2530
1733.24768066406,5196
1733.49938964844,42176
1733.7509765625,53630
1733.99963378906,69510
1734.25073242188,64270
1734.49816894531,55418
1734.74206542969,53922
1734.98620605469,58242
1735.23822021484,69318
1735.49273681641,96668
1735.62573242188,5498
1735.74688720703,100854
1735.87573242188,3226
1736.00183105469,104424
1736.25372314453,86448
1736.50952148438,74138
1736.76220703125,71942
1737.01098632812,64962
1737.259765625,63586
1737.51135253906,59612
1737.75848388672,38208
1738.00836181641,24852
1738.25634765625,2616
1739.50610351562,2642
1739.75012207031,49624
1740.00457763672,93646
1740.26068115234,667640
1740.51257324219,1684410
1740.63793945312,17118
1740.76318359375,2503538
1740.88702392578,38288
1741.013671875,2717292
1741.13665771484,41690
1741.26416015625,2414848
1741.38696289062,33314
1741.51452636719,1766300
1741.63897705078,16144
1741.76525878906,1144638
1741.89672851562,9336
1742.01440429688,665930
1742.26422119141,350804
1742.38659667969,2736
1742.51324462891,167190
1742.76446533203,84782
1743.0126953125,47926
1743.2607421875,28228
1743.51171875,8176
1743.75463867188,11016
1744.00561523438,98846
1744.25958251953,230872
1744.51000976562,353054
1744.76025390625,373964
1745.01025390625,354576
1745.26025390625,271458
1745.50982666016,177474
1745.75958251953,113502
1746.009765625,75262
1746.25805664062,50682
1746.50579833984,33488
1746.75854492188,11064
1748.01574707031,13638
1748.14318847656,2784
1748.26385498047,20262
1748.51391601562,26172
1748.76593017578,28402
1749.01428222656,12974
1749.26086425781,3022
1749.51025390625,2634
1749.76098632812,2802
1750.00518798828,5524
1750.25616455078,11584
1750.51373291016,5712
1750.76763916016,10432
1751.02465820312,8140
1751.26702880859,5376
1751.52465820312,2522
1751.76818847656,7960
1752.02026367188,15388
1752.26745605469,8196
1753.01416015625,40226
1753.26525878906,118508
1753.40283203125,19978
1753.51641845703,191168
1753.65264892578,29836
1753.76611328125,222146
1753.90319824219,26044
1754.0166015625,192238
1754.15222167969,16542
1754.26580810547,145520
1754.51702880859,104110
1754.77038574219,193928
1755.02380371094,390920
1755.27496337891,549020
1755.52587890625,612198
1755.77581787109,525148
1756.02478027344,400198
1756.275390625,247938
1756.52624511719,146260
1756.7763671875,72658
1757.02307128906,34694
1757.27526855469,5054
1758.26458740234,6130
1758.51733398438,48430
1758.77136230469,85552
1759.0224609375,125248
1759.2744140625,135240
1759.52386474609,108424
1759.77392578125,81840
1760.02294921875,65044
1760.26977539062,43060
1760.51879882812,36910
1760.77258300781,32352
1761.02600097656,34232
1761.27673339844,27844
1761.53009033203,22294
1761.78460693359,5264
1762.04467773438,3520
1762.28753662109,11772
1762.53533935547,29944
1762.78466796875,27414
1763.02935791016,10672
1763.28149414062,5074
1765.28491210938,15560
1765.53833007812,186310
1765.79113769531,495654
1766.04345703125,766658
1766.16625976562,14290
1766.29290771484,862494
1766.41638183594,21316
1766.54382324219,773668
1766.66674804688,11958
1766.79357910156,566194
1766.92016601562,2532
1767.04345703125,366462
1767.29266357422,210824
1767.54187011719,120874
1767.78820800781,83958
1768.03283691406,74494
1768.28009033203,68246
1768.529296875,57296
1768.77758789062,28274
1769.02471923828,18164
1769.28137207031,32710
1769.53430175781,56756
1769.78662109375,81046
1770.03601074219,87184
1770.28674316406,85584
1770.53833007812,63122
1770.78857421875,46012
1771.03674316406,26272
1771.28338623047,5216
1773.28295898438,15432
1773.53540039062,36106
1773.78820800781,32126
1774.03649902344,24878
1774.28521728516,12002
1778.54418945312,21694
1778.79516601562,47092
1778.93103027344,8428
1779.044921875,50508
1779.18072509766,5094
1779.29504394531,44930
1779.54467773438,36898
1779.7939453125,9086
1780.04772949219,48314
1780.30065917969,95620
1780.55444335938,141448
1780.80517578125,163146
1781.05419921875,140310
1781.30517578125,104414
1781.55413818359,67740
1781.80297851562,37932
1782.0517578125,7944
1782.78869628906,2658
1783.53759765625,2692
1784.04968261719,2720
1784.30261230469,20422
1784.55297851562,19562
1784.80383300781,13224
1787.01000976562,2590
1788.3017578125,5938
1788.55200195312,2692
1790.81677246094,42876
1791.06958007812,123518
1791.32037353516,185364
1791.57116699219,222800
1791.82220458984,204756
1792.07189941406,149824
1792.32110595703,100448
1792.57250976562,58852
1792.81970214844,26272
1795.05932617188,2650
1805.83001708984,23504
1806.08288574219,30136
1806.33435058594,24628
1806.58190917969,10878
1816.34924316406,11446
1816.60034179688,45712
1816.84924316406,46486
1817.09887695312,46482
1817.35009765625,34194
1817.60083007812,13548
1989.7294921875,6050
1989.869140625,9188
1990.013671875,9902
1990.15618896484,6040
1990.30596923828,5814
2004.03186035156,10804
2004.17395019531,18752
2004.318359375,20674
2004.46130371094,22818
2004.60339355469,20954
2004.74780273438,16042
2004.89154052734,12784
2005.03283691406,2846
2012.89465332031,2658
2018.33203125,6394
2018.47583007812,19246
2018.62023925781,23682
2018.76232910156,30892
2018.90533447266,34470
2019.04992675781,28602
2019.19274902344,21856
2019.33355712891,15560
2019.48095703125,9958
2019.61871337891,5166
2027.05541992188,2904
2027.19848632812,5146
2032.77685546875,9524
2032.92248535156,21268
2033.06616210938,28698
2033.20867919922,33932
2033.35241699219,33134
2033.49432373047,29728
2033.63714599609,27462
2033.78149414062,17776
2033.92364501953,12460
2041.35778808594,2558
2041.49719238281,2808
2041.64855957031,2992
2041.93591308594,2502
2047.2236328125,3168
2047.36706542969,14790
2047.51025390625,21750
2047.65179443359,29692
2047.796875,30754
2047.94036865234,26158
2048.08374023438,20062
2048.22766113281,14962
2048.37084960938,8270
2061.81518554688,9440
2061.95727539062,16446
2062.09936523438,17674
2062.24340820312,19738
2062.38488769531,16214
2062.52905273438,14434
2062.6728515625,9346
2076.40283203125,7792
2076.54638671875,6952
2076.68811035156,12610
2076.8310546875,9226
2076.97436523438,2874
2175.3056640625,2822
2175.638671875,9446
2175.97607421875,10530
2176.30517578125,3280
2176.63842773438,2882
2194.98657226562,2838
2195.32177734375,2720
2195.65844726562,2726
2196.33447265625,2698
2209.34057617188,10344
2209.67822265625,9844
2210.00927734375,9050
2243.3876953125,2548
2281.31506347656,5822
2281.64599609375,7518
2281.98583984375,15372
2282.32202148438,10954
2282.65893554688,10966
2282.994140625,9158
2283.33349609375,2602
2286.64440917969,8612
2286.97631835938,221562
2287.30895996094,605834
2287.64343261719,882062
2287.97705078125,959492
2288.3115234375,809296
2288.64453125,590910
2288.97998046875,373158
2289.31372070312,214214
2289.6484375,117208
2289.9853515625,57218
2290.32299804688,31038
2290.66540527344,5296
2300.6611328125,2594
2301.33569335938,5664
2301.66821289062,5910
2302.01220703125,3214
2302.3408203125,2896
2305.99926757812,2782
2306.3271484375,128734
2306.66040039062,327540
2306.99365234375,489756
2307.32836914062,563056
2307.66149902344,477350
2307.99633789062,355036
2308.330078125,223804
2308.66369628906,135020
2308.99975585938,64960
2309.33544921875,31666
2309.67236328125,5348
2311.67797851562,9132
2312.00903320312,34958
2312.33959960938,42194
2312.67504882812,37058
2313.00512695312,29614
2313.33471679688,15548
2313.66027832031,11428
2314,24048
2314.33349609375,31876
2314.67199707031,47282
2315.00915527344,43456
2315.34631347656,37222
2315.68896484375,35158
2316.0234375,37846
2316.35620117188,45006
2316.6875,41580
2317.02075195312,42270
2317.35107421875,28958
2317.68896484375,11022
2320.00903320312,6914
2320.34716796875,42292
2320.68139648438,346404
2321.01489257812,893406
2321.3486328125,1348966
2321.68139648438,1530376
2322.01696777344,1341712
2322.3515625,1019468
2322.68566894531,655246
2323.01953125,383698
2323.35412597656,197762
2323.68835449219,105842
2324.02722167969,52162
2324.3583984375,30744
2324.71630859375,2928
2325.68078613281,53288
2326.01171875,129122
2326.3447265625,200632
2326.67993164062,218028
2327.01391601562,197884
2327.34814453125,152360
2327.68225097656,105568
2328.01684570312,70340
2328.34936523438,53162
2328.68078613281,42700
2329.01513671875,31710
2329.34802246094,17770
2331.02416992188,8232
2331.36108398438,19654
2331.69079589844,25008
2332.02612304688,20848
2332.35571289062,14234
2332.69189453125,5684
2333.34655761719,5316
2333.68078613281,11360
2334.02087402344,17396
2334.35571289062,15830
2334.69995117188,14662
2335.03625488281,5826
2335.36828613281,18832
2335.70190429688,23690
2336.03686523438,39220
2336.36962890625,40752
2336.70190429688,37004
2337.03723144531,19264
2337.36889648438,9628
2337.69677734375,8072
2338.02966308594,31842
2338.36303710938,44854
2338.69677734375,49482
2339.02709960938,44674
2339.36120605469,45146
2339.69311523438,33940
2340.03186035156,183960
2340.36669921875,416538
2340.7001953125,644172
2341.03393554688,688300
2341.36779785156,634950
2341.70263671875,464074
2342.03686523438,320070
2342.37023925781,176130
2342.7041015625,105842
2343.03881835938,53078
2343.37060546875,26846
2343.703125,2908
2345.03784179688,39928
2345.37048339844,88972
2345.70385742188,122586
2346.03857421875,142926
2346.37268066406,120830
2346.705078125,101070
2347.03662109375,73178
2347.36669921875,56494
2347.69677734375,50798
2348.03466796875,52906
2348.375,49496
2348.708984375,44468
2349.05053710938,36102
2349.38745117188,35102
2349.72351074219,37654
2350.05615234375,48968
2350.38732910156,59866
2350.71936035156,64696
2351.05346679688,55744
2351.38464355469,41510
2351.71826171875,18138
2352.05004882812,10976
2353.02905273438,2722
2353.36755371094,5268
2353.70458984375,18410
2354.04113769531,38368
2354.38684082031,265014
2354.72192382812,677466
2355.05419921875,1044874
2355.22668457031,14022
2355.38854980469,1178884
2355.56530761719,22566
2355.72119140625,1063018
2355.90087890625,19422
2356.05688476562,806530
2356.39172363281,521986
2356.72680664062,314116
2357.05932617188,183904
2357.39306640625,103238
2357.72204589844,71510
2358.04626464844,51390
2358.38073730469,39606
2358.71166992188,29922
2359.041015625,21552
2359.3828125,63936
2359.71752929688,135670
2360.05090332031,199972
2360.38696289062,222790
2360.71948242188,210552
2361.05395507812,160522
2361.38647460938,117436
2361.720703125,80792
2362.05346679688,56148
2362.38793945312,42520
2362.72180175781,28052
2363.05322265625,15358
2363.38110351562,13054
2364.38696289062,14428
2364.7236328125,47778
2365.05786132812,70394
2365.39245605469,80438
2365.7255859375,69014
2366.0576171875,52094
2366.38745117188,36948
2366.71508789062,22578
2367.0439453125,16366
2367.38500976562,16496
2367.71838378906,17388
2368.05505371094,11636
2368.39282226562,8552
2368.73388671875,3038
2369.06140136719,5420
2369.40185546875,26086
2369.73754882812,42042
2370.07263183594,42374
2370.40673828125,44758
2370.73852539062,32302
2371.07189941406,19926
2371.39611816406,18666
2371.73510742188,46326
2371.91345214844,16032
2372.06750488281,72944
2372.24682617188,24498
2372.40454101562,77606
2372.58264160156,27314
2372.73046875,69030
2372.91943359375,14884
2373.06909179688,58122
2373.24975585938,2622
2373.39685058594,51944
2373.73791503906,124926
2374.07250976562,276536
2374.4072265625,411354
2374.74072265625,469952
2375.07421875,413298
2375.40844726562,333662
2375.74243164062,217538
2376.07592773438,132886
2376.40771484375,82374
2376.73876953125,50580
2377.06665039062,36358
2377.39599609375,25566
2377.72497558594,18796
2378.05322265625,17306
2378.39111328125,15048
2378.73547363281,37342
2379.07348632812,77316
2379.40795898438,104326
2379.74426269531,113896
2380.07666015625,101646
2380.41088867188,91128
2380.74060058594,66038
2381.07153320312,48892
2381.40405273438,42512
2381.74182128906,44008
2381.92333984375,6710
2382.07873535156,46368
2382.25732421875,8876
2382.41723632812,41604
2382.74853515625,30548
2383.07800292969,22356
2383.42065429688,22758
2383.75708007812,38486
2384.08544921875,50888
2384.41821289062,62858
2384.7529296875,60562
2385.08447265625,48128
2385.41577148438,39472
2385.74633789062,18286
2386.07080078125,7898
2386.40356445312,2548
2386.73095703125,13288
2387.06616210938,9732
2387.40222167969,17078
2387.74438476562,16754
2388.09228515625,137146
2388.42895507812,348124
2388.60083007812,9420
2388.76257324219,561844
2388.9345703125,33306
2389.09619140625,647822
2389.2685546875,36952
2389.4306640625,605956
2389.60205078125,30222
2389.76501464844,458470
2389.93505859375,19728
2390.09838867188,315534
2390.27416992188,2720
2390.43383789062,179202
2390.76428222656,106928
2391.09521484375,68926
2391.42504882812,51134
2391.75366210938,46404
2392.08081054688,35752
2392.1025390625,3278
2392.4150390625,29974
2392.7392578125,17048
2393.08666992188,41026
2393.42309570312,78178
2393.75830078125,116592
2394.09167480469,131790
2394.42797851562,113972
2394.76000976562,100542
2395.09362792969,70968
2395.42553710938,50540
2395.75695800781,36292
2396.08850097656,26490
2396.41723632812,18282
2396.74853515625,14268
2397.07885742188,8460
2397.40795898438,5668
2398.08764648438,19390
2398.43017578125,39208
2398.61181640625,9290
2398.76391601562,60672
2398.9423828125,16978
2399.09887695312,59798
2399.2763671875,5512
2399.43200683594,54372
2399.76513671875,37164
2400.091796875,23330
2400.41845703125,12338
2400.744140625,5622
2401.0888671875,8376
2401.42272949219,5498
2402.083984375,2604
2402.42309570312,2638
2403.1005859375,13348
2403.43774414062,32336
2403.77294921875,30916
2404.10461425781,35268
2404.43701171875,25694
2404.75952148438,14556
2405.09790039062,15536
2405.44506835938,37896
2405.62084960938,23624
2405.78149414062,61722
2405.95654296875,37882
2406.11181640625,75608
2406.28833007812,39502
2406.44836425781,67276
2406.62377929688,24564
2406.775390625,47818
2406.95654296875,9564
2407.10375976562,33934
2407.44396972656,60978
2407.77880859375,126364
2408.11279296875,192644
2408.44750976562,219380
2408.78100585938,210884
2409.11450195312,154426
2409.44836425781,112526
2409.77978515625,74384
2410.11120605469,46910
2410.43896484375,29998
2410.76586914062,19440
2411.09252929688,18730
2411.42529296875,14138
2411.75378417969,10946
2412.09338378906,5460
2412.43774414062,20044
2412.77709960938,38720
2413.11499023438,51424
2413.44897460938,58452
2413.78173828125,53294
2414.1181640625,46540
2414.44897460938,36748
2414.77758789062,27270
2415.11401367188,27750
2415.29711914062,2540
2415.45776367188,33706
2415.63061523438,14110
2415.79028320312,36532
2415.96728515625,16578
2416.11853027344,35600
2416.30200195312,2914
2416.4228515625,5988
2416.45727539062,15264
2416.75610351562,5632
2416.78662109375,2866
2417.07739257812,7988
2417.453125,18956
2417.78637695312,27824
2418.12487792969,36456
2418.45556640625,33256
2418.78686523438,24446
2419.12573242188,14748
2419.4423828125,5542
2420.7607421875,2636
2421.43237304688,2938
2421.79406738281,55530
2422.13562011719,138786
2422.30908203125,15432
2422.46826171875,236918
2422.64050292969,31654
2422.80456542969,283826
2422.97680664062,37128
2423.13745117188,275700
2423.30908203125,31866
2423.47216796875,201750
2423.64245605469,20656
2423.80590820312,138962
2424.13525390625,84570
2424.47180175781,50932
2424.80102539062,33496
2425.12866210938,27772
2425.45642089844,16796
2425.78515625,14846
2426.11059570312,5800
2426.78662109375,5660
2427.12646484375,31910
2427.462890625,46516
2427.7998046875,46462
2428.13305664062,49214
2428.46508789062,42902
2428.79821777344,34592
2429.13024902344,24600
2429.78271484375,2570
2432.14282226562,22154
2432.31457519531,6216
2432.47509765625,34546
2432.65124511719,12996
2432.81030273438,33016
2432.98413085938,8926
2433.14453125,29370
2433.466796875,5358
2437.12866210938,2556
2437.4638671875,2520
2439.154296875,15468
2439.32836914062,17934
2439.48779296875,36812
2439.66137695312,30678
2439.82336425781,44328
2439.99584960938,29208
2440.1552734375,35332
2440.32958984375,20014
2440.48828125,26138
2440.66137695312,5690
2440.8203125,8038
2441.14782714844,23752
2441.48583984375,45280
2441.81811523438,70624
2442.15478515625,83132
2442.48779296875,75810
2442.81884765625,64508
2443.15295410156,48276
2443.48461914062,33966
2443.81286621094,17120
2444.14770507812,2752
2446.47827148438,2770
2446.81689453125,13752
2447.15637207031,11344
2447.490234375,2572
2449.166015625,13840
2449.33715820312,2522
2449.49462890625,18752
2449.67407226562,5498
2449.83483886719,6240
2455.50048828125,2548
2455.83813476562,48886
2456.17614746094,78272
2456.34826660156,14174
2456.5107421875,103028
2456.68041992188,21776
2456.84558105469,96208
2457.01904296875,14606
2457.1787109375,73378
2457.35107421875,9116
2457.51196289062,47852
2457.84399414062,29012
2458.17578125,2538
2461.50268554688,2840
2461.83178710938,2560
2466.18603515625,2540
2466.51538085938,2566
2473.19995117188,8836
2473.36889648438,9322
2473.53283691406,12538
2473.70458984375,9334
2473.86181640625,8078
2475.52709960938,8568
2475.86279296875,15408
2476.19323730469,17022
2476.52734375,14066
2489.88232421875,15804
2490.21557617188,28886
2490.55151367188,26400
2490.88781738281,18488
