"","sample","ground_truth","z","mz","spectrum_type","intensity","scaling_factor"
"1871","prop0_id4",0,11,623.171142578125,"imp",0.176979993521639,0.00695509824436158
"1872","prop0_id4",0,11,623.171142578125,"residuals",0.00212106950350716,1
"1873","prop0_id4",0,11,623.26220703125,"mix",0.192721143727121,1
"1874","prop0_id4",0,11,623.26220703125,"flp",0.194996284367221,0.993044901755638
"1875","prop0_id4",0,11,623.26220703125,"imp",0.12968373443959,0.00695509824436158
"1876","prop0_id4",0,11,623.26220703125,"residuals",-0.00182088543876352,1
"1877","prop0_id4",0,11,623.353393554688,"mix",0.167409321998773,1
"1878","prop0_id4",0,11,623.353393554688,"flp",0.168973726974045,0.993044901755638
"1879","prop0_id4",0,11,623.353393554688,"imp",0.08296512019414,0.00695509824436158
"1880","prop0_id4",0,11,623.353393554688,"residuals",-0.000966206665257485,1
"1881","prop0_id4",0,11,623.444213867188,"mix",0.121421050822544,1
"1882","prop0_id4",0,11,623.444213867188,"flp",0.123674688748886,0.993044901755638
"1883","prop0_id4",0,11,623.444213867188,"imp",0.0473838844907529,0.00695509824436158
"1884","prop0_id4",0,11,623.444213867188,"residuals",-0.00172302788758547,1
"1885","prop0_id4",0,11,623.535278320312,"mix",0.0790596216893267,1
"1886","prop0_id4",0,11,623.535278320312,"flp",0.07902220909431,0.993044901755638
"1887","prop0_id4",0,11,623.535278320312,"imp",0.0245497832023565,0.00695509824436158
"1888","prop0_id4",0,11,623.535278320312,"residuals",0.000416273668703976,1
"1889","prop0_id4",0,11,623.626525878906,"mix",0.0427356000432679,1
"1890","prop0_id4",0,11,623.626525878906,"flp",0.0450719627802494,0.993044901755638
"1891","prop0_id4",0,11,623.626525878906,"imp",0.0116782710560186,0.00695509824436158
"1892","prop0_id4",0,11,623.626525878906,"residuals",-0.0021041063302976,1
"1893","prop0_id4",0,11,623.717407226562,"mix",0.0222638641631966,1
"1894","prop0_id4",0,11,623.717407226562,"flp",0.0233191959999718,0.993044901755638
"1895","prop0_id4",0,11,623.717407226562,"imp",0.00514868778941029,0.00695509824436158
"1896","prop0_id4",0,11,623.717407226562,"residuals",-0.000928954167020751,1
"1897","prop0_id4",0,11,623.808471679688,"mix",0.010675307095625,1
"1898","prop0_id4",0,11,623.808471679688,"flp",0.0110765730031652,0.993044901755638
"1899","prop0_id4",0,11,623.808471679688,"imp",0.00211963062779507,0.00695509824436158
"1900","prop0_id4",0,11,623.808471679688,"residuals",-0.000338969493350445,1
"1901","prop0_id4",0,11,623.900207519531,"mix",0.00491009283381201,1
"1902","prop0_id4",0,11,623.900207519531,"flp",0.0048759298693394,0.993044901755638
"1903","prop0_id4",0,11,623.900207519531,"imp",0.00081984983874553,0.00695509824436158
"1904","prop0_id4",0,11,623.900207519531,"residuals",6.23733995723831e-05,1
"1905","prop0_id4",0,11,623.985412597656,"mix",0.00251822961684697,1
"1906","prop0_id4",0,11,623.985412597656,"flp",0.00200414872160835,0.993044901755638
"1907","prop0_id4",0,11,623.985412597656,"imp",0.000299459719174177,0.00695509824436158
"1908","prop0_id4",0,11,623.985412597656,"residuals",0.000525937174726632,1
"1909","prop0_id4",0,11,624.076599121094,"mix",0.00417413492089969,1
"1910","prop0_id4",0,11,624.076599121094,"flp",0.000773907775501533,0.993044901755638
"1911","prop0_id4",0,11,624.076599121094,"imp",0.000103740781194028,0.00695509824436158
"1912","prop0_id4",0,11,624.076599121094,"residuals",0.00340488822268369,1
"1913","prop0_id4",0,11,624.175598144531,"mix",0.00437038193991632,1
"1914","prop0_id4",0,11,624.175598144531,"flp",0.000282199284890127,0.993044901755638
"1915","prop0_id4",0,11,624.175598144531,"imp",3.42117979772349e-05,0.00695509824436158
"1916","prop0_id4",0,11,624.175598144531,"residuals",0.00408990743236104,1
"1917","prop1.6_id1",0.0159901599,5,1371.38568115234,"mix",0.00127559260203904,1
"1918","prop1.6_id1",0.0159901599,5,1371.38568115234,"flp",0,0.980574207496822
"1919","prop1.6_id1",0.0159901599,5,1371.38568115234,"imp",0.0451590611818533,0.0194257925031778
"1920","prop1.6_id1",0.0159901599,5,1371.38568115234,"residuals",0.000398342049882051,1
"1921","prop1.6_id1",0.0159901599,5,1371.58557128906,"mix",0.00310684814033076,1
"1922","prop1.6_id1",0.0159901599,5,1371.58557128906,"flp",0,0.980574207496822
"1923","prop1.6_id1",0.0159901599,5,1371.58557128906,"imp",0.120179892938908,0.0194257925031778
"1924","prop1.6_id1",0.0159901599,5,1371.58557128906,"residuals",0.000772258477045407,1
"1925","prop1.6_id1",0.0159901599,5,1371.78582763672,"mix",0.0466796115455382,1
"1926","prop1.6_id1",0.0159901599,5,1371.78582763672,"flp",0.0452761789323238,0.980574207496822
"1927","prop1.6_id1",0.0159901599,5,1371.78582763672,"imp",0.179836511705699,0.0194257925031778
"1928","prop1.6_id1",0.0159901599,5,1371.78582763672,"residuals",-0.00121050849039968,1
"1929","prop1.6_id1",0.0159901599,5,1371.98645019531,"mix",0.120506407367591,1
"1930","prop1.6_id1",0.0159901599,5,1371.98645019531,"flp",0.120469119220388,0.980574207496822
"1931","prop1.6_id1",0.0159901599,5,1371.98645019531,"imp",0.194808951910243,0.0194257925031778
"1932","prop1.6_id1",0.0159901599,5,1371.98645019531,"residuals",-0.00140682201735065,1
"1933","prop1.6_id1",0.0159901599,5,1372.18713378906,"mix",0.179607298924783,1
"1934","prop1.6_id1",0.0159901599,5,1372.18713378906,"flp",0.180150119077593,0.980574207496822
"1935","prop1.6_id1",0.0159901599,5,1372.18713378906,"imp",0.168985922368628,0.0194257925031778
"1936","prop1.6_id1",0.0159901599,5,1372.18713378906,"residuals",-0.000325946784076769,1
"1937","prop1.6_id1",0.0159901599,5,1372.38720703125,"mix",0.190626231357045,1
"1938","prop1.6_id1",0.0159901599,5,1372.38720703125,"flp",0.194977256414594,0.980574207496822
"1939","prop1.6_id1",0.0159901599,5,1372.38720703125,"imp",0.123826004535382,0.0194257925031778
"1940","prop1.6_id1",0.0159901599,5,1372.38720703125,"residuals",-0.00296885560220228,1
"1941","prop1.6_id1",0.0159901599,5,1372.58776855469,"mix",0.167661832647913,1
"1942","prop1.6_id1",0.0159901599,5,1372.58776855469,"flp",0.168957238331287,0.980574207496822
"1943","prop1.6_id1",0.0159901599,5,1372.58776855469,"imp",0.0792176396973176,0.0194257925031778
"1944","prop1.6_id1",0.0159901599,5,1372.58776855469,"residuals",0.000447857139007496,1
"1945","prop1.6_id1",0.0159901599,5,1372.78784179688,"mix",0.121377670894664,1
"1946","prop1.6_id1",0.0159901599,5,1372.78784179688,"flp",0.123662620436271,0.980574207496822
"1947","prop1.6_id1",0.0159901599,5,1372.78784179688,"imp",0.0452435852592534,0.0194257925031778
"1948","prop1.6_id1",0.0159901599,5,1372.78784179688,"residuals",-0.000761597635958747,1
"1949","prop1.6_id1",0.0159901599,5,1372.98815917969,"mix",0.0784233044881042,1
"1950","prop1.6_id1",0.0159901599,5,1372.98815917969,"flp",0.0790144980199374,0.980574207496822
"1951","prop1.6_id1",0.0159901599,5,1372.98815917969,"imp",0.0234408854687455,0.0194257925031778
"1952","prop1.6_id1",0.0159901599,5,1372.98815917969,"residuals",0.000488367934238218,1
"1953","prop1.6_id1",0.0159901599,5,1373.18823242188,"mix",0.0454643723286549,1
"1954","prop1.6_id1",0.0159901599,5,1373.18823242188,"flp",0.0450675646083798,0.980574207496822
"1955","prop1.6_id1",0.0159901599,5,1373.18823242188,"imp",0.011150771151039,0.0194257925031778
"1956","prop1.6_id1",0.0159901599,5,1373.18823242188,"residuals",0.0010556683123506,1
"1957","prop1.6_id1",0.0159901599,5,1373.388671875,"mix",0.0234128668269742,1
"1958","prop1.6_id1",0.0159901599,5,1373.388671875,"flp",0.023316920487091,0.980574207496822
"1959","prop1.6_id1",0.0159901599,5,1373.388671875,"imp",0.00491612491202407,0.0194257925031778
"1960","prop1.6_id1",0.0159901599,5,1373.388671875,"residuals",0.000453396376617791,1
"1961","prop1.6_id1",0.0159901599,5,1373.58819580078,"mix",0.0112010864124069,1
"1962","prop1.6_id1",0.0159901599,5,1373.58819580078,"flp",0.0110754921389474,0.980574207496822
"1963","prop1.6_id1",0.0159901599,5,1373.58819580078,"imp",0.00202388829150312,0.0194257925031778
"1964","prop1.6_id1",0.0159901599,5,1373.58819580078,"residuals",0.000301428851620883,1
"1965","prop1.6_id1",0.0159901599,5,1373.78826904297,"mix",0.00530041701744123,1
"1966","prop1.6_id1",0.0159901599,5,1373.78826904297,"flp",0.00487545407072166,0.980574207496822
"1967","prop1.6_id1",0.0159901599,5,1373.78826904297,"imp",0.000782817754975477,0.0194257925031778
"1968","prop1.6_id1",0.0159901599,5,1373.78826904297,"residuals",0.000504465650580221,1
"1969","prop1.6_id1",0.0159901599,5,1373.98895263672,"mix",0.00263952763245638,1
"1970","prop1.6_id1",0.0159901599,5,1373.98895263672,"flp",0.00200395315456431,0.980574207496822
"1971","prop1.6_id1",0.0159901599,5,1373.98895263672,"imp",0.000285933318506485,0.0194257925031778
"1972","prop1.6_id1",0.0159901599,5,1373.98895263672,"residuals",0.000668948374743672,1
"1973","prop1.6_id1",0.0159901599,5,1374.18676757812,"mix",0.00125403782162628,1
"1974","prop1.6_id1",0.0159901599,5,1374.18676757812,"flp",0.000773832256726714,0.980574207496822
"1975","prop1.6_id1",0.0159901599,5,1374.18676757812,"imp",9.90548776077974e-05,0.0194257925031778
"1976","prop1.6_id1",0.0159901599,5,1374.18676757812,"residuals",0.000493313650252167,1
"1977","prop1.6_id1",0.0159901599,5,1374.38946533203,"mix",0.000775972094859565,1
"1978","prop1.6_id1",0.0159901599,5,1374.38946533203,"flp",0.000282171747572472,0.980574207496822
"1979","prop1.6_id1",0.0159901599,5,1374.38946533203,"imp",3.26664733229596e-05,0.0194257925031778
"1980","prop1.6_id1",0.0159901599,5,1374.38946533203,"residuals",0.000498647184973112,1
"1981","prop1.6_id1",0.0159901599,5,1374.59124755859,"mix",0.000686921897572198,1
"1982","prop1.6_id1",0.0159901599,5,1374.59124755859,"flp",9.75811036023556e-05,0.980574207496822
"1983","prop1.6_id1",0.0159901599,5,1374.59124755859,"imp",1.02881549914154e-05,0.0194257925031778
"1984","prop1.6_id1",0.0159901599,5,1374.59124755859,"residuals",0.000591036528676549,1
"1985","prop1.6_id1",0.0159901599,6,1142.65344238281,"mix",0.0013455315361767,1
"1986","prop1.6_id1",0.0159901599,6,1142.65344238281,"flp",0,0.980749239424775
"1987","prop1.6_id1",0.0159901599,6,1142.65344238281,"imp",0.0451590611818533,0.0192507605752255
"1988","prop1.6_id1",0.0159901599,6,1142.65344238281,"residuals",0.000476185261562885,1
"1989","prop1.6_id1",0.0159901599,6,1142.82104492188,"mix",0.00320031315543054,1
"1990","prop1.6_id1",0.0159901599,6,1142.82104492188,"flp",0,0.980749239424775
"1991","prop1.6_id1",0.0159901599,6,1142.82104492188,"imp",0.120179892938908,0.0192507605752255
"1992","prop1.6_id1",0.0159901599,6,1142.82104492188,"residuals",0.000886758810507394,1
"1993","prop1.6_id1",0.0159901599,6,1142.9873046875,"mix",0.0468158133558867,1
"1994","prop1.6_id1",0.0159901599,6,1142.9873046875,"flp",0.0452761789323238,0.980749239424775
"1995","prop1.6_id1",0.0159901599,6,1142.9873046875,"imp",0.179836511705699,0.0192507605752255
"1996","prop1.6_id1",0.0159901599,6,1142.9873046875,"residuals",-0.00105075432558004,1
"1997","prop1.6_id1",0.0159901599,6,1143.15417480469,"mix",0.120674342720494,1
"1998","prop1.6_id1",0.0159901599,6,1143.15417480469,"flp",0.120469119220388,0.980749239424775
"1999","prop1.6_id1",0.0159901599,6,1143.15417480469,"imp",0.194808951910243,0.0192507605752255
"2000","prop1.6_id1",0.0159901599,6,1143.15417480469,"residuals",-0.00122587482020818,1
"2001","prop1.6_id1",0.0159901599,6,1143.3212890625,"mix",0.177662352760218,1
"2002","prop1.6_id1",0.0159901599,6,1143.3212890625,"flp",0.180150119077593,0.980749239424775
"2003","prop1.6_id1",0.0159901599,6,1143.3212890625,"imp",0.168985922368628,0.0192507605752255
"2004","prop1.6_id1",0.0159901599,6,1143.3212890625,"residuals",-0.00227284703951627,1
"2005","prop1.6_id1",0.0159901599,6,1143.48815917969,"mix",0.192232904074265,1
"2006","prop1.6_id1",0.0159901599,6,1143.48815917969,"flp",0.194977256414594,0.980749239424775
"2007","prop1.6_id1",0.0159901599,6,1143.48815917969,"imp",0.123826004535382,0.0192507605752255
"2008","prop1.6_id1",0.0159901599,6,1143.48815917969,"residuals",-0.00137463662577564,1
"2009","prop1.6_id1",0.0159901599,6,1143.65515136719,"mix",0.166013742146862,1
"2010","prop1.6_id1",0.0159901599,6,1143.65515136719,"flp",0.168957238331287,0.980749239424775
"2011","prop1.6_id1",0.0159901599,6,1143.65515136719,"imp",0.0792176396973176,0.0192507605752255
"2012","prop1.6_id1",0.0159901599,6,1143.65515136719,"residuals",-0.00121594065700545,1
"2013","prop1.6_id1",0.0159901599,6,1143.82214355469,"mix",0.12307857429223,1
"2014","prop1.6_id1",0.0159901599,6,1143.82214355469,"flp",0.123662620436271,0.980749239424775
"2015","prop1.6_id1",0.0159901599,6,1143.82214355469,"imp",0.0452435852592534,0.0192507605752255
"2016","prop1.6_id1",0.0159901599,6,1143.82214355469,"residuals",0.000925579926692482,1
"2017","prop1.6_id1",0.0159901599,6,1143.98913574219,"mix",0.0787061446974898,1
"2018","prop1.6_id1",0.0159901599,6,1143.98913574219,"flp",0.0790144980199374,0.980749239424775
"2019","prop1.6_id1",0.0159901599,6,1143.98913574219,"imp",0.0234408854687455,0.0192507605752255
"2020","prop1.6_id1",0.0159901599,6,1143.98913574219,"residuals",0.00076148098707568,1
"2021","prop1.6_id1",0.0159901599,6,1144.15612792969,"mix",0.0442824843270953,1
"2022","prop1.6_id1",0.0159901599,6,1144.15612792969,"flp",0.0450675646083798,0.980749239424775
"2023","prop1.6_id1",0.0159901599,6,1144.15612792969,"imp",0.011150771151039,0.0192507605752255
"2024","prop1.6_id1",0.0159901599,6,1144.15612792969,"residuals",-0.000132156210957822,1
"2025","prop1.6_id1",0.0159901599,6,1144.32299804688,"mix",0.0234690407457495,1
"2026","prop1.6_id1",0.0159901599,6,1144.32299804688,"flp",0.023316920487091,0.980749239424775
"2027","prop1.6_id1",0.0159901599,6,1144.32299804688,"imp",0.00491612491202407,0.0192507605752255
"2028","prop1.6_id1",0.0159901599,6,1144.32299804688,"residuals",0.000506349568667731,1
"2029","prop1.6_id1",0.0159901599,6,1144.48968505859,"mix",0.0113138574537465,1
"2030","prop1.6_id1",0.0159901599,6,1144.48968505859,"flp",0.0110754921389474,0.980749239424775
"2031","prop1.6_id1",0.0159901599,6,1144.48968505859,"imp",0.00202388829150312,0.0192507605752255
"2032","prop1.6_id1",0.0159901599,6,1144.48968505859,"residuals",0.000412615573287978,1
"2033","prop1.6_id1",0.0159901599,6,1144.65625,"mix",0.00543656670143929,1
"2034","prop1.6_id1",0.0159901599,6,1144.65625,"flp",0.00487545407072166,0.980749239424775
"2035","prop1.6_id1",0.0159901599,6,1144.65625,"imp",0.000782817754975477,0.0192507605752255
"2036","prop1.6_id1",0.0159901599,6,1144.65625,"residuals",0.000639898992553536,1
"2037","prop1.6_id1",0.0159901599,6,1144.82336425781,"mix",0.00262653374530698,1
"2038","prop1.6_id1",0.0159901599,6,1144.82336425781,"flp",0.00200395315456431,0.980749239424775
"2039","prop1.6_id1",0.0159901599,6,1144.82336425781,"imp",0.000285933318506485,0.0192507605752255
"2040","prop1.6_id1",0.0159901599,6,1144.82336425781,"residuals",0.000655653779270104,1
"2041","prop1.6_id1",0.0159901599,6,1144.98712158203,"mix",0.00134335857026293,1
"2042","prop1.6_id1",0.0159901599,6,1144.98712158203,"flp",0.000773832256726714,0.980749239424775
"2043","prop1.6_id1",0.0159901599,6,1144.98712158203,"imp",9.90548776077974e-05,0.0192507605752255
"2044","prop1.6_id1",0.0159901599,6,1144.98712158203,"residuals",0.000582516291303213,1
"2045","prop1.6_id1",0.0159901599,6,1145.15319824219,"mix",0.00101236929804043,1
"2046","prop1.6_id1",0.0159901599,6,1145.15319824219,"flp",0.000282171747572472,0.980749239424775
"2047","prop1.6_id1",0.0159901599,6,1145.15319824219,"imp",3.26664733229596e-05,0.0192507605752255
"2048","prop1.6_id1",0.0159901599,6,1145.15319824219,"residuals",0.000735000716764796,1
"2049","prop1.6_id1",0.0159901599,6,1145.318359375,"mix",0.000786070419306368,1
"2050","prop1.6_id1",0.0159901599,6,1145.318359375,"flp",9.75811036023556e-05,0.980749239424775
"2051","prop1.6_id1",0.0159901599,6,1145.318359375,"imp",1.02881549914154e-05,0.0192507605752255
"2052","prop1.6_id1",0.0159901599,6,1145.318359375,"residuals",0.000690169771357627,1
"2053","prop1.6_id1",0.0159901599,7,979.274261474609,"mix",0.00133067141165163,1
"2054","prop1.6_id1",0.0159901599,7,979.274261474609,"flp",0,0.980606110766587
"2055","prop1.6_id1",0.0159901599,7,979.274261474609,"imp",0.0451590611818533,0.0193938892334131
"2056","prop1.6_id1",0.0159901599,7,979.274261474609,"residuals",0.000454861581205845,1
"2057","prop1.6_id1",0.0159901599,7,979.417297363281,"mix",0.00338632161744613,1
"2058","prop1.6_id1",0.0159901599,7,979.417297363281,"flp",0,0.980606110766587
"2059","prop1.6_id1",0.0159901599,7,979.417297363281,"imp",0.120179892938908,0.0193938892334131
"2060","prop1.6_id1",0.0159901599,7,979.417297363281,"residuals",0.0010555660857055,1
"2061","prop1.6_id1",0.0159901599,7,979.559204101562,"mix",0.0474776142020427,1
"2062","prop1.6_id1",0.0159901599,7,979.559204101562,"flp",0.0452761789323238,0.980606110766587
"2063","prop1.6_id1",0.0159901599,7,979.559204101562,"imp",0.179836511705699,0.0193938892334131
"2064","prop1.6_id1",0.0159901599,7,979.559204101562,"residuals",-0.000408212919299163,1
"2065","prop1.6_id1",0.0159901599,7,979.702362060547,"mix",0.1197695647419,1
"2066","prop1.6_id1",0.0159901599,7,979.702362060547,"flp",0.120469119220388,0.980606110766587
"2067","prop1.6_id1",0.0159901599,7,979.702362060547,"imp",0.194808951910243,0.0193938892334131
"2068","prop1.6_id1",0.0159901599,7,979.702362060547,"residuals",-0.00214129295930485,1
"2069","prop1.6_id1",0.0159901599,7,979.845520019531,"mix",0.176290022114458,1
"2070","prop1.6_id1",0.0159901599,7,979.845520019531,"flp",0.180150119077593,0.980606110766587
"2071","prop1.6_id1",0.0159901599,7,979.845520019531,"imp",0.168985922368628,0.0193938892334131
"2072","prop1.6_id1",0.0159901599,7,979.845520019531,"residuals",-0.00364357976878121,1
"2073","prop1.6_id1",0.0159901599,7,979.988647460938,"mix",0.194370147280182,1
"2074","prop1.6_id1",0.0159901599,7,979.988647460938,"flp",0.194977256414594,0.980606110766587
"2075","prop1.6_id1",0.0159901599,7,979.988647460938,"imp",0.123826004535382,0.0193938892334131
"2076","prop1.6_id1",0.0159901599,7,979.988647460938,"residuals",0.000772790363351816,1
"2077","prop1.6_id1",0.0159901599,7,980.131713867188,"mix",0.167787812012428,1
"2078","prop1.6_id1",0.0159901599,7,980.131713867188,"flp",0.168957238331287,0.980606110766587
"2079","prop1.6_id1",0.0159901599,7,980.131713867188,"imp",0.0792176396973176,0.0193938892334131
"2080","prop1.6_id1",0.0159901599,7,980.131713867188,"residuals",0.000570973516899054,1
"2081","prop1.6_id1",0.0159901599,7,980.274841308594,"mix",0.120602045809613,1
"2082","prop1.6_id1",0.0159901599,7,980.274841308594,"flp",0.123662620436271,0.980606110766587
"2083","prop1.6_id1",0.0159901599,7,980.274841308594,"imp",0.0452435852592534,0.0193938892334131
"2084","prop1.6_id1",0.0159901599,7,980.274841308594,"residuals",-0.00153972454464327,1
"2085","prop1.6_id1",0.0159901599,7,980.417907714844,"mix",0.0771446445158232,1
"2086","prop1.6_id1",0.0159901599,7,980.417907714844,"flp",0.0790144980199374,0.980606110766587
"2087","prop1.6_id1",0.0159901599,7,980.417907714844,"imp",0.0234408854687455,0.0193938892334131
"2088","prop1.6_id1",0.0159901599,7,980.417907714844,"residuals",-0.000792065017995808,1
"2089","prop1.6_id1",0.0159901599,7,980.560852050781,"mix",0.0446834440503384,1
"2090","prop1.6_id1",0.0159901599,7,980.560852050781,"flp",0.0450675646083798,0.980606110766587
"2091","prop1.6_id1",0.0159901599,7,980.560852050781,"imp",0.011150771151039,0.0193938892334131
"2092","prop1.6_id1",0.0159901599,7,980.560852050781,"residuals",0.000273657977422792,1
"2093","prop1.6_id1",0.0159901599,7,980.704071044922,"mix",0.023639460528783,1
"2094","prop1.6_id1",0.0159901599,7,980.704071044922,"flp",0.023316920487091,0.980606110766587
"2095","prop1.6_id1",0.0159901599,7,980.704071044922,"imp",0.00491612491202407,0.0193938892334131
"2096","prop1.6_id1",0.0159901599,7,980.704071044922,"residuals",0.000679403032881509,1
"2097","prop1.6_id1",0.0159901599,7,980.847290039062,"mix",0.0114823591870099,1
"2098","prop1.6_id1",0.0159901599,7,980.847290039062,"flp",0.0110754921389474,0.980606110766587
"2099","prop1.6_id1",0.0159901599,7,980.847290039062,"imp",0.00202388829150312,0.0193938892334131
"2100","prop1.6_id1",0.0159901599,7,980.847290039062,"residuals",0.000582412850464549,1
"2101","prop1.6_id1",0.0159901599,7,980.989868164062,"mix",0.00558829895638033,1
"2102","prop1.6_id1",0.0159901599,7,980.989868164062,"flp",0.00487545407072166,0.980606110766587
"2103","prop1.6_id1",0.0159901599,7,980.989868164062,"imp",0.000782817754975477,0.0193938892334131
"2104","prop1.6_id1",0.0159901599,7,980.989868164062,"residuals",0.000792217021038896,1
"2105","prop1.6_id1",0.0159901599,7,981.133422851562,"mix",0.00276876240281639,1
"2106","prop1.6_id1",0.0159901599,7,981.133422851562,"flp",0.00200395315456431,0.980606110766587
"2107","prop1.6_id1",0.0159901599,7,981.133422851562,"imp",0.000285933318506485,0.0193938892334131
"2108","prop1.6_id1",0.0159901599,7,981.133422851562,"residuals",0.000798128334653397,1
"2109","prop1.6_id1",0.0159901599,7,981.274597167969,"mix",0.00155001739676216,1
"2110","prop1.6_id1",0.0159901599,7,981.274597167969,"flp",0.000773832256726714,0.980606110766587
"2111","prop1.6_id1",0.0159901599,7,981.274597167969,"imp",9.90548776077974e-05,0.0193938892334131
"2112","prop1.6_id1",0.0159901599,7,981.274597167969,"residuals",0.000789271697783287,1
"2113","prop1.6_id1",0.0159901599,7,981.417541503906,"mix",0.00118560536287496,1
"2114","prop1.6_id1",0.0159901599,7,981.417541503906,"flp",0.000282171747572472,0.980606110766587
"2115","prop1.6_id1",0.0159901599,7,981.417541503906,"imp",3.26664733229596e-05,0.0193938892334131
"2116","prop1.6_id1",0.0159901599,7,981.417541503906,"residuals",0.000908272492954434,1
"2117","prop1.6_id1",0.0159901599,7,981.5615234375,"mix",0.000943208409489391,1
"2118","prop1.6_id1",0.0159901599,7,981.5615234375,"flp",9.75811036023556e-05,0.980606110766587
"2119","prop1.6_id1",0.0159901599,7,981.5615234375,"imp",1.02881549914154e-05,0.0193938892334131
"2120","prop1.6_id1",0.0159901599,7,981.5615234375,"residuals",0.000847320255663254,1
"2121","prop1.6_id1",0.0159901599,8,856.738525390625,"mix",0.00149205129833667,1
"2122","prop1.6_id1",0.0159901599,8,856.738525390625,"flp",0,0.976353383767929
"2123","prop1.6_id1",0.0159901599,8,856.738525390625,"imp",0.0451590611818533,0.023646616232071
"2124","prop1.6_id1",0.0159901599,8,856.738525390625,"residuals",0.000424192309168766,1
"2125","prop1.6_id1",0.0159901599,8,856.86376953125,"mix",0.00341853458073165,1
"2126","prop1.6_id1",0.0159901599,8,856.86376953125,"flp",0,0.976353383767929
"2127","prop1.6_id1",0.0159901599,8,856.86376953125,"imp",0.120179892938908,0.023646616232071
"2128","prop1.6_id1",0.0159901599,8,856.86376953125,"residuals",0.000576686773593907,1
"2129","prop1.6_id1",0.0159901599,8,856.987915039062,"mix",0.0466893793477611,1
"2130","prop1.6_id1",0.0159901599,8,856.987915039062,"flp",0.0452761789323238,0.976353383767929
"2131","prop1.6_id1",0.0159901599,8,856.987915039062,"imp",0.179836511705699,0.023646616232071
"2132","prop1.6_id1",0.0159901599,8,856.987915039062,"residuals",-0.00176869613371445,1
"2133","prop1.6_id1",0.0159901599,8,857.113220214844,"mix",0.12116032734861,1
"2134","prop1.6_id1",0.0159901599,8,857.113220214844,"flp",0.120469119220388,0.976353383767929
"2135","prop1.6_id1",0.0159901599,8,857.113220214844,"imp",0.194808951910243,0.023646616232071
"2136","prop1.6_id1",0.0159901599,8,857.113220214844,"residuals",-0.00106667736615108,1
"2137","prop1.6_id1",0.0159901599,8,857.238464355469,"mix",0.179494694028282,1
"2138","prop1.6_id1",0.0159901599,8,857.238464355469,"flp",0.180150119077593,0.976353383767929
"2139","prop1.6_id1",0.0159901599,8,857.238464355469,"imp",0.168985922368628,0.023646616232071
"2140","prop1.6_id1",0.0159901599,8,857.238464355469,"residuals",-0.000391429574194968,1
"2141","prop1.6_id1",0.0159901599,8,857.36376953125,"mix",0.192518774138718,1
"2142","prop1.6_id1",0.0159901599,8,857.36376953125,"flp",0.194977256414594,0.976353383767929
"2143","prop1.6_id1",0.0159901599,8,857.36376953125,"imp",0.123826004535382,0.023646616232071
"2144","prop1.6_id1",0.0159901599,8,857.36376953125,"residuals",-0.000775995928256862,1
"2145","prop1.6_id1",0.0159901599,8,857.489013671875,"mix",0.168465084797603,1
"2146","prop1.6_id1",0.0159901599,8,857.489013671875,"flp",0.168957238331287,0.976353383767929
"2147","prop1.6_id1",0.0159901599,8,857.489013671875,"imp",0.0792176396973176,0.023646616232071
"2148","prop1.6_id1",0.0159901599,8,857.489013671875,"residuals",0.00162988431603289,1
"2149","prop1.6_id1",0.0159901599,8,857.6142578125,"mix",0.119672781672957,1
"2150","prop1.6_id1",0.0159901599,8,857.6142578125,"flp",0.123662620436271,0.976353383767929
"2151","prop1.6_id1",0.0159901599,8,857.6142578125,"imp",0.0452435852592534,0.023646616232071
"2152","prop1.6_id1",0.0159901599,8,857.6142578125,"residuals",-0.00213549393319325,1
"2153","prop1.6_id1",0.0159901599,8,857.739440917969,"mix",0.0750719406802591,1
"2154","prop1.6_id1",0.0159901599,8,857.739440917969,"flp",0.0790144980199374,0.976353383767929
"2155","prop1.6_id1",0.0159901599,8,857.739440917969,"imp",0.0234408854687455,0.023646616232071
"2156","prop1.6_id1",0.0159901599,8,857.739440917969,"residuals",-0.00262842945105053,1
"2157","prop1.6_id1",0.0159901599,8,857.864562988281,"mix",0.0433469750559888,1
"2158","prop1.6_id1",0.0159901599,8,857.864562988281,"flp",0.0450675646083798,0.976353383767929
"2159","prop1.6_id1",0.0159901599,8,857.864562988281,"imp",0.011150771151039,0.023646616232071
"2160","prop1.6_id1",0.0159901599,8,857.864562988281,"residuals",-0.000918572153682871,1
"2161","prop1.6_id1",0.0159901599,8,857.989807128906,"mix",0.0234292457099066,1
"2162","prop1.6_id1",0.0159901599,8,857.989807128906,"flp",0.023316920487091,0.976353383767929
"2163","prop1.6_id1",0.0159901599,8,857.989807128906,"imp",0.00491612491202407,0.023646616232071
"2164","prop1.6_id1",0.0159901599,8,857.989807128906,"residuals",0.000547441774143974,1
"2165","prop1.6_id1",0.0159901599,8,858.115020751953,"mix",0.0121204739915063,1
"2166","prop1.6_id1",0.0159901599,8,858.115020751953,"flp",0.0110754921389474,0.976353383767929
"2167","prop1.6_id1",0.0159901599,8,858.115020751953,"imp",0.00202388829150312,0.023646616232071
"2168","prop1.6_id1",0.0159901599,8,858.115020751953,"residuals",0.00125902165502413,1
"2169","prop1.6_id1",0.0159901599,8,858.239959716797,"mix",0.005923924460948,1
"2170","prop1.6_id1",0.0159901599,8,858.239959716797,"flp",0.00487545407072166,0.976353383767929
